session_name,paper_id,title,authors,institutions,abstract,presentation_url,presentation_available,paper_url,paper_available,poster_url,poster_available,doi,page_number
WEP - Wednesday Poster Session,WEP017,"Design and cold test of a novel waveguide power splitter for distributed power coupling in short-pulse acceleration722RF breakdown is the major limitation to achieving higher accelerating gradients. Recent experimental evidence shows that this limitation can be mitigated by reducing the RF pulse length to a few nanoseconds. One key challenge in designing an accelerator operating in the short-pulse regime is achieving the required short filling time. In this work, we designed a novel waveguide power splitter to independently feed an array of accelerating cells. A prototype X-band waveguide array for a one-to-four power splitter has been developed to drive standing-wave cavities operating in the short-pulse regime. The power is designed to be equally split and fed into four cavities, with the desired phase advance per cavity. A 3D-printed prototype has been used for low-power microwave measurements (""cold"" tests). The results, including measurements with a vector network analyzer and time-domain measurements, show good agreement with simulations. Ongoing work includes designing a multi-cell accelerator based on this concept for two-beam acceleration with few-nanosecond RF pulses.",,,,,False,https://meow.elettra.eu/97/pdf/WEP017.pdf,True,,False,https://doi.org/10.18429/JACoW-NAPAC2025-WEP017,
WEP - Wednesday Poster Session,WEP020,"Design of a low-power proof-of-concept multi-stage amplifier test stand to model and implement outphasing control for the LANSCE 805 MHz solid-state high-power RF amplifier725Los Alamos Neutron Science Center (LANSCE) has a project to investigate the feasibility for a replacement radio-frequency (RF) amplifier that is not reliant on vacuum electron tubes, has a similar footprint, and equivalent RF functionality. Gallium Nitride (GaN) on Silicon Carbide (SiC) high electron mobility transistors (HEMT) will be used in combined configuration. To maintain existing operational capabilities with these GaN amplifiers, the low-level control system needs to be modified for maximum transistor lifetime. The HEMT operates in a saturated condition, with a constant amplitude drive signal to avoid the high-power dissipation of linear operation with reduced drive. This leaves the phase of the RF inputs as a control mechanism, utilizing outphasing for amplitude modulation of the multistage amplifier. The GaN amplifiers also require a bias sequencing/protection board that is being designed and tested separately. To test and verify the control system, a low power test rack using commercial wideband RF components was built. This model system includes drive control, four 10 W amplifier stages, a final combination chassis, and accelerator timing system. The information from this test rack will be used to learn how to efficiently control a multistage high-power GaN amplifier to fit the requirements of the LANSCE linear accelerator.",,,,,False,https://meow.elettra.eu/97/pdf/WEP020.pdf,True,,False,https://doi.org/10.18429/JACoW-NAPAC2025-WEP020,
WEP - Wednesday Poster Session,WEP021,"Design of an optical amplifier for amplified OSC in IOTA facility at Fermilab729Optical stochastic cooling (OSC) is a cutting-edge beam cooling technology to reduce, control the 3 dimensional spread and the motion of particle beams. It has recently been successfully, experimentally, demonstrated in Fermilab's IOTA storage ring, marking a major step forward in beam cooling. OSC has the potential to significantly improve both the performance and flexibility as a beam cooling system. One promising way to boost OSC performance is by adding a high-gain optical amplifier. However, this amplifier must be carefully designed to meet the specific constraints of the OSC system. A major challenge lies in the limited optical delay, which is just 6 mm for the case of IOTA, set by the beam bypass, restricts us to use a short-length gain medium. This, along with IOTA’s high repetition rate and the relatively long duration of the optical pulses, limits the peak power available for the pump laser without damaging the crystal, which is crucial for achieving strong nonlinear gain. Additionally, it's essential to preserve the phase coherence of the undulator radiation during amplification, which further complicates the amplifier design. This report details a specialized amplifier setup that addresses these challenges, includes simulations of the integrated system, and summarizes the latest experimental progress and results.",,,,,False,https://meow.elettra.eu/97/pdf/WEP021.pdf,True,,False,https://doi.org/10.18429/JACoW-NAPAC2025-WEP021,
WEP - Wednesday Poster Session,WEP022,"Design of a shipping fixture for a compact cryomodule hermetic assembly733In support of the development of a conduction-cooled 915MHz superconducting radio frequency (SRF) cryomodule, this study highlights the design of a shipping fixture for transporting the hermetic assembly 4500 km from Jefferson Lab to General Atomics in San Diego, California. The hermetic assembly consists of a 2-cell 915 MHz SRF cavity, a coaxial fundamental power coupler and warm-to-cold transition beam tubes. The two-part shipping assembly consists of an inner frame, providing direct mounting of the components, and an outer frame mounted to the ground transport vehicle. The inner frame is then connected to the outer frame by way of wire-rope isolators. Accelerometer data from ground transportation of previous projects at Jefferson Lab provides the baseline for the expected frequency and magnitude of vibrational and shock events during transit. Modal analyses were carried out in ANSYS on the inner frame assembly and critical components to identify an appropriate wire-rope isolator configuration such that peak loads are mitigated and the incurred frequencies do not correspond with the fundamental modes of the structures.",,,,,False,https://meow.elettra.eu/97/pdf/WEP022.pdf,True,,False,https://doi.org/10.18429/JACoW-NAPAC2025-WEP022,
WEP - Wednesday Poster Session,WEP023,"Design study of an RF-Kicker module for bunch cleaning at the ATLAS Positive-Ion Injector737Positive-Ion Injector at ATLAS accelerator facility can accelerate heavy ions and has three key subsystems -- an electron cyclotron resonance (ECR) ion source, a 12-MHz multi-stage beam bunching system, and a 12-MV superconducting linac accelerator. The first stage of the bunching system is a multi-harmonic buncher that operates at 12.125 MHz and creates a bunch train with a period of 82.5 ns at ~70% bunching efficiency. The remaining unbunched beam must be removed to avoid the production of undesirable ‘satellite’ bunches, which can quench the superconducting solenoids downstream during operation. In this paper, we present the design of a resonant sine-wave RF-structure that effectively removes the bunch ‘tails’ using a vertically deflecting kick. We also discuss the effects of the RF-Kicker on the beam quality, which was estimated by TRACK3D simulations.",,,,,False,https://meow.elettra.eu/97/pdf/WEP023.pdf,True,,False,https://doi.org/10.18429/JACoW-NAPAC2025-WEP023,
WEP - Wednesday Poster Session,WEP024,"Design study of novel deuteron cyclotron auto-resonance accelerator741A novel deuteron cyclotron auto-resonance accelerator (dCARA) is described here. It is predicted to produce a 40-MeV, 125 mA CW deuteron beam, with notable features including continuous acceleration without bunching for good beam stability, high efficiency, wide beam aperture, and an exceptionally short length of 1.6 meters. Such an accelerated beam can be used to produce the intense neutron flux via breakup of deuterons on a low-Z target. It is estimated that 5-10 small dCARA-based modules could provide the same level of transmutation as one acceleration driven system (ADS) employing a GeV-level 25-MW linac. Other applications of dCARA include medical isotope production system, or fusion prototypic neutron source for testing inner-wall materials for a future fusion power reactor.",,,,,False,https://meow.elettra.eu/97/pdf/WEP024.pdf,True,,False,https://doi.org/10.18429/JACoW-NAPAC2025-WEP024,
WEP - Wednesday Poster Session,WEP027,"Development of combined function Dipole-Quadrupole PMQs magnets for NSLS-II upgrade744This paper focuses on the R&D performed for the development of permanent magnets-based dipoles-quadrupoles combined function magnets (PMQs) for the future NSLSII upgrade “complex bend” lattice (CB). This new lattice uses PMQs that provide both bending (dipole) and strong focusing (quadrupole) magnetic field on the electron beam. The permanent magnet (PM) technology is suitable for the high magnetic field strengths (0.5 T, 130 T/m) required for such combine function magnets. PM technology leads to a compact magnet design that is essential in realizing the complex bend lattice concept, as well as a passive magnet solution which does not require electrical power supply reducing power consumption by ~ 80% (from 1.7 MW to 0.3 MW for NSLS-II). Two PMQs magnets designs are under consideration: A hybrid design that use both PM and soft iron poles, and Halbach type that is a pure PM design. Both PMQs designs present challenges in achieving the specified magnetic field quality due to their higher sensitivity to errors (mechanical tolerances and PM properties). This paper presents cost-effective designs and prototypes results for hybrid and Halbach PMQs, addressing various technical challenges while meeting the field requirements of the complex bend lattice for the NSLS-II upgrade.P. N'gotta,",,,,,False,https://meow.elettra.eu/97/pdf/WEP027.pdf,True,,False,https://doi.org/10.18429/JACoW-NAPAC2025-WEP027,
WEP - Wednesday Poster Session,WEP029,"Developments in LUME-ACE3P including S-parameter optimization for S3P748We present here the introduction of optimization to LUME-ACE3P (LUME: Lightsource Unified Modeling Environment; ACE3P: Advanced Computational Electromagnetics 3D Parallel). LUME-ACE3P is a Python wrapper that streamlines workflows for ACE3P, a suite of finite element solvers for electromagnetic fields in complex geometries. LUME-ACE3P offers parameter sweep capabilities, which was previously the only means to perform optimization with this code. In the integration of LUME-ACE3P with the optimization package Xopt, we facilitate efficient and easy to use optimization for accelerator component design. We present the LUME-ACE3P-Xopt workflow with an example problem.",,,,,False,https://meow.elettra.eu/97/pdf/WEP029.pdf,True,,False,https://doi.org/10.18429/JACoW-NAPAC2025-WEP029,
WEP - Wednesday Poster Session,WEP030,"Efficient continuous-wave normal conducting accelerator for industrial applications751A normal conducting, high power, high efficiency copper linear accelerator prototype is being developed for industrial applications. The system will be powered by low-cost high-efficiency magnetron RF sources and will use a gridded thermionic cathode electron gun. Leveraging the significant accelerator expertise at JLab and industry partners, these technologies will be combined to deliver high-power (>100 kW) electron beams with energies of 1 MeV or higher that are cost-effective to produce and operate. The design is modular such that energy and power can be increased by adding additional sections as required. The status of the design, prototype fabrication and plans for a beam demonstration at JLab are described.",,,,,False,https://meow.elettra.eu/97/pdf/WEP030.pdf,True,,False,https://doi.org/10.18429/JACoW-NAPAC2025-WEP030,
WEP - Wednesday Poster Session,WEP032,High power 805 MHz solid state amplifiers using GaN on SiC HEMT for LANSCE,,,,,False,https://meow.elettra.eu/97/pdf/WEP032.pdf,True,,False,https://doi.org/10.18429/JACoW-NAPAC2025-WEP032,
WEP - Wednesday Poster Session,CCL755,The Los Alamos Neutron Science Center uses a coupled-cavity linac (CCL) to accelerate H- ions from 100 to 800 Me,,,,,False,,False,,False,https://doi.org/10.18429/JACoW-NAPAC2025-CCL755,
WEP - Wednesday Poster Session,WEP035,External controller for the SRFK thyratron heatersThe following work will detail the development and implementation of a system which will measure the voltage and current from two points on a high-voltage switch called a thyratron and automatically manipulate two variable transformers controlling these values. Each of the extraction kickers at LANSCE (,,,,,False,https://meow.elettra.eu/97/pdf/WEP035.pdf,False,,False,https://doi.org/10.18429/JACoW-NAPAC2025-WEP035,
WEP - Wednesday Poster Session,WEP037,Final design and first use of in-situ measuring apparatus for measurement of permanent magnet resiliency in CEBAF’s radiation environment759In this work we outline the final design and initial measurement lessons for the holders and measuring apparatus of the permanent magnet resiliency experiment which is a part of the FFA@CEBAF proposed upgrade. The experiment will expose permanent magnets to the radiation environment of CEBA,,,,,False,https://meow.elettra.eu/97/pdf/WEP037.pdf,True,,False,https://doi.org/10.18429/JACoW-NAPAC2025-WEP037,
WEP - Wednesday Poster Session,WEP038,"First results from a Nb3Sn-coated 1.5-cell 650 MHz SRF cavity for cryogen-free industrial accelerators762Fermilab is advancing the development of a compact, high-power electron beam accelerator using superconducting radio frequency (SRF) technology as a non-radioactive alternative to traditional radiological sources. The current design targets continuous-wave (CW) operation at 1.6 MeV and 20 k",,,,,False,https://meow.elettra.eu/97/pdf/WEP038.pdf,True,,False,https://doi.org/10.18429/JACoW-NAPAC2025-WEP038,
WEP - Wednesday Poster Session,WEP040,"Grid disturbance rejection via improved DC-Link voltage feedforward control for L-Bend power supplies in the APS upgrade766As part of the Advanced Photon Source Upgrade (APS-U), two high-power DC supplies for the L-Bend M1 and M2 magnets were installed. During the APS-U commissioning, a 1 Hz ripple was detected in the output currents of the M1/M2 and slow corrector supplies, leading to 1 Hz beam motion. This low-frequency harmonic originated from the booster ramping supply operating at 1 Hz, causing periodic grid voltage sags. This paper proposes an improved DC-Link voltage feedforward control for the M1/M2 supplies to reject grid disturbances, significantly attenuating the 1 Hz and other low-frequency ripples in the output currents. Combined with regulation circuit modification of the slow corrector power supplies, the 1 Hz harmonic was successfully eliminated from the beam motion.",,,,,False,https://meow.elettra.eu/97/pdf/WEP040.pdf,True,,False,https://doi.org/10.18429/JACoW-NAPAC2025-WEP040,
WEP - Wednesday Poster Session,WEP042,"Heavy Ion implantation analysis in graphite for the FRIB charge selector769An advanced charge selector is currently under development at the Facility for Rare Isotope Beams (FRIB) to intercept unwanted charge states of stripped heavy ion beams. Rotating graphite wheels are employed to absorb beams with a power up to 5 kW and a size as small as an rms width of 0.7 mm × 1.25 mm. The implantation of beam ions and accumulated radiation damage affect the material properties, potentially leading to its structural failure. Determining the foreign ion accumulation behavior is one critical aspect for predicting the operational lifetime of the graphite wheels. In this study, ion implantation distribution was first characterized using SRIM simulations, then coupled with Monte Carlo analysis to account for wheel geometry and rotational dynamics. The evolution of the ion concentration profiles was subsequently determined considering the diffusion effects. The analysis reveals that strategic beam positioning optimization, combined with diffusion effects, substantially reduces peak ion concentrations and implantation rates, providing essential data for graphite wheel lifetime assessment.",,,,,False,https://meow.elettra.eu/97/pdf/WEP042.pdf,True,,False,https://doi.org/10.18429/JACoW-NAPAC2025-WEP042,
WEP - Wednesday Poster Session,WEP047,"Investigating Dirac semimetal cadmium arsenide as a potential low-MTE photocathode773We report on the quantum efficiency (QE) and mean transverse energy (MTE) of photoemitted electrons from cadmium arsenide (Cd&LTsub>3</sub>As&LTsub>2</sub>), a three-dimensional Dirac semimetal (3D DSM) of interest for photocathode applications due to its unique electronic band structure, characterized by a 3D linear dispersion relation at the Fermi energy. Samples were synthesized at the National Renewable Energy Laboratory (NREL) and transferred under ultra-high vacuum to Arizona State University (ASU) for measurement using a photoemission electron microscope (PEEM). The maximum QE was measured to be 3.37 &amptimes 10&LTsup>-4</sup> at 230 nm, and the minimum MTE was 55.8 meV at 250 nm. These findings represent the first reported QE and MTE measurements of Cd&LTsub>3</sub>As&LTsub>2</sub> and are an important step in evaluating the viability of 3D DSMs as low-MTE photocathodes. Such photocathodes, constrained to lower MTEs by the electronic band structure, may prove effective in advancing beam brightness in next-generation instruments and techniques.",,,,,False,https://meow.elettra.eu/97/pdf/WEP047.pdf,True,,False,https://doi.org/10.18429/JACoW-NAPAC2025-WEP047,
WEP - Wednesday Poster Session,WEP049,"Progress report on two-bunch excitation of wakefield in dielectric structures777Wakefield accelerators have the potential to achieve accelerating fields in the GV/m range, offering a promising path to more compact and cost-effective acceleration compared to conventional methods. Structure-based wakefield accelerator (SWFA) technology provides a viable approach to implementing beam-driven wakefield acceleration. An experiment at the Argonne Wakefield Accelerator (AWA) will utilize dielectric-lined structures to explore multi-beam excitation of wakefields for wakefield-pulse shortening and mapping of the transverse wakefield topology. These structures were commercially sourced and require a thin metallic film deposited on their outer surface. The first part of this paper summarizes the preparation of these structures. In parallel, a two-bunch beam configuration is required to support the experimental investigation, where one bunch excites the wakefield and the second serves as a loading or probe bunch. The experimental generation and testing of this two-bunch scheme at AWA are presented in this work.",,,,,False,https://meow.elettra.eu/97/pdf/WEP049.pdf,True,,False,https://doi.org/10.18429/JACoW-NAPAC2025-WEP049,
WEP - Wednesday Poster Session,WEP050,"Prelimimnary introduction of the IOTA Bake System781The IOTA ring is vital to the advancement of accelerator sciences, and a large part of its attractiveness to accelerator physicists is its modularity and the versatility that this function provides. Up until this point, the FAST accelerator has provided electron beam for the studies in IOT",,,,,False,https://meow.elettra.eu/97/pdf/WEP050.pdf,True,,False,https://doi.org/10.18429/JACoW-NAPAC2025-WEP050,
WEP - Wednesday Poster Session,WEP052,"Improvements to the LANSCE CCL klystron evaluation783This paper describes the existing procedure for LANSCE 805 MHz klystrons testing and evaluation and realized avenues for improvement. Each of the 1.25 MW klystrons used for powering LANSCE CCL (side Coupled Cavity Linac) are tested during first installation or fol-lowing a fault in operations. Executed testing process includes high potting, pulsing, and full power RF testing. Generated testing data is used for evaluation and certifi-cation of spare units for the linac. In this paper, we hope to breakdown this expert-dependent, lengthy 1–2 month process and examine improvements which can accelerate time to evaluation. The goal of this paper is to fully cap-ture the current procedures and investigate improvements to modernize our legacy systems and processes.",,,,,False,https://meow.elettra.eu/97/pdf/WEP052.pdf,True,,False,https://doi.org/10.18429/JACoW-NAPAC2025-WEP052,
WEP - Wednesday Poster Session,WEP055,"Light-induced enhancement of quantum efficiency in III-Nitride photocathodes786"" High quantum efficiency (QE) semiconductor photocathodes are essential for generating high average beam current and brightness. One class of semiconductor photocathodes considered for use in photoinjectors for unpolarized and polarized electron beams are III-nitride heterostructures. These materials can exhibit negative electron affinity at the surface, utilizing intrinsic polarization fields to engineer the band structure without the need for additional surface treatments. In this study, we investigate the effects of light exposure on the surface of III-nitride photocathodes and the resulting changes in QE and photoemission, using photoemission electron microscopy (PEEM) for characterization. We demonstrate that exposing a GaN photocathode to a 240 nm wavelength laser at 870 µW for 15 minutes increases the QE by two orders of magnitude, with a maximum QE of 2.34 × 10⁻⁴ observed. Although III-nitride photocathodes are known for their robustness, our findings indicate that laser exposure can significantly alter their Q",,,,,False,https://meow.elettra.eu/97/pdf/WEP055.pdf,True,,False,https://doi.org/10.18429/JACoW-NAPAC2025-WEP055,
WEP - Wednesday Poster Session,WEP056,"LLRF commissioning of the CEBAF C75 upgrades SAM 2024/25789An often-overlooked aspect of Low Level Radio Frequency (LLRF) design is commissioning of a new system. During Jlab’s Scheduled Accelerator Maintenance (SAM) in 2024, two C75 Cryomodule were installed in CEBAF with Jlab’s LLRF 3.0 system. Jlab’s team has invested effort in automating and standardizing their commissioning process. Several key components are klystron characterization, cavity characterization, and interlock verification. This poster will present the summary of LLRF preparation and commissioning efforts at Jlab.",,,,,False,https://meow.elettra.eu/97/pdf/WEP056.pdf,True,,False,https://doi.org/10.18429/JACoW-NAPAC2025-WEP056,
WEP - Wednesday Poster Session,WEP057,"Low frequency ripple current attenuation for slow corrector power supplies in the APS Upgrade792As part of the Advanced Photon Source Upgrade (APS-U), approximately one thousand bipolar power supplies were installed to power the slow corrector magnets. During the APS-U commissioning, a 1Hz harmonic was detected in the beam motion. This harmonic originates from the 480V AC grid, caused by the booster ramping power supply operating at 1 Hz. The resulting grid disturbance introduced low-frequency ripples into both the corrector magnet power supplies and the L-Bend M1/M2 supplies, leading to the observed 1 Hz beam motion. This paper proposes two methods to mitigate these ripples in the corrector supplies: setpoint compensation using repetitive control, and regulation circuit adjustments through a simple jumper reconfiguration. The second approach was adopted and applied to all slow corrector magnet power supplies. Operational data showed that the low-frequency ripples were significantly attenuated in the corrector supplies, and in combination with fine-tuning of the L-Bend M1/M2 supplies, the 1 Hz beam motion was successfully eliminated.",,,,,False,https://meow.elettra.eu/97/pdf/WEP057.pdf,True,,False,https://doi.org/10.18429/JACoW-NAPAC2025-WEP057,
WEP - Wednesday Poster Session,WEP058,"Magnetic field and force calculation of the new SCU prototypes795New 0.5m long SCU prototypes were designed based on lessons learned from the previous full length (1.5 m) core experiences. The original monolithic cores have all steel poles. The new cores have plastic back poles to avoid electrical shorts of superconducting wires to cores. Magnetostatic calculation was made for one period model for each of two designs under consideration. Then, magnetostatic, and mechanical analysis was also conducted for the prototype SCUs with the lengths of 29.5 and 23.5 periods. The software used for this simulation is ANSYS Maxwell and Mechanical. Both the magnetostatic and the mechanical analyses confirm the validity of the new design.",,,,,False,https://meow.elettra.eu/97/pdf/WEP058.pdf,True,,False,https://doi.org/10.18429/JACoW-NAPAC2025-WEP058,
WEP - Wednesday Poster Session,WEP060,New development and testing facility for HPRF SSA system at LANSCE,,,,,False,https://meow.elettra.eu/97/pdf/WEP060.pdf,True,,False,https://doi.org/10.18429/JACoW-NAPAC2025-WEP060,
WEP - Wednesday Poster Session,CCL799,A new high-power RF test facility was developed at the Los Alamos Neutron Science Center (LANSCE) to evaluate components of a RF Solid-State Amplifier (SSA) system operating at 805 MHz and targeted for a final output power of 1.25 M,,,,,False,,False,,False,https://doi.org/10.18429/JACoW-NAPAC2025-CCL799,
